
  .   ____          _            __ _ _
 /\\ / ___'_ __ _ _(_)_ __  __ _ \ \ \ \
( ( )\___ | '_ | '_| | '_ \/ _` | \ \ \ \
 \\/  ___)| |_)| | | | | || (_| |  ) ) ) )
  '  |____| .__|_| |_|_| |_\__, | / / / /
 =========|_|==============|___/=/_/_/_/
 :: Spring Boot ::                (v2.5.2)

2021-07-13 17:50:15.488  INFO 419684 --- [           main] b.o.p.trydecrypt.TryDecryptApplication   : Starting TryDecryptApplication v0.0.1-SNAPSHOT using Java 11.0.11 on TI-ELIAS-POLICENA-FEDORA-1 with PID 419684 (/home/elias/dev/ambiente/decrypt-bcvault/try-decrypt/target/try-decrypt-0.0.1-SNAPSHOT.jar started by elias in /home/elias/dev/ambiente/decrypt-bcvault/try-decrypt)
2021-07-13 17:50:15.489  INFO 419684 --- [           main] b.o.p.trydecrypt.TryDecryptApplication   : No active profile set, falling back to default profiles: default
2021-07-13 17:50:16.068  INFO 419684 --- [           main] b.o.p.trydecrypt.TryDecryptApplication   : Started TryDecryptApplication in 0.902 seconds (JVM running for 1.288)
Pass; Pin; Interactions; Reversed; Twice; base58; base64; length
1234;2341;12309;false;false;false;false;239
1234;2341;12389;false;false;false;false;239
1234;2341;12978;false;false;false;false;239
1234;2341;12984;false;false;false;false;239
1234;2341;13016;false;false;false;false;239
1234;2341;13029;false;false;false;false;239
1234;2341;13064;false;false;false;false;239
1234;2341;13347;false;false;false;false;239
1234;2341;14752;false;false;false;false;239
1234;2341;14860;false;false;false;false;239
1234;2341;15214;false;false;false;false;239
1234;2341;16019;false;false;false;false;239
1234;2341;16197;false;false;false;false;239
1234;2341;16285;false;false;false;false;239
1234;2341;16808;false;false;false;false;239
1234;2341;16830;false;false;false;false;239
1234;2341;17046;false;false;false;false;239
1234;2341;17365;false;false;false;false;239
1234;2341;17366;false;false;false;false;239
1234;2341;17378;false;false;false;false;239
1234;2341;17873;false;false;false;false;239
1234;2341;17943;false;false;false;false;239
1234;2341;18462;false;false;false;false;239
1234;2341;19054;false;false;false;false;239
1234;2341;19085;false;false;false;false;239
1234;2341;19108;false;false;false;false;239
1234;2341;19171;false;false;false;false;239
1234;2341;19448;false;false;false;false;239
1234;2341;19459;false;false;false;false;239
1234;2341;19518;false;false;false;false;239
1234;2341;20001;false;false;false;false;239
1234;2341;21064;false;false;false;false;238
1234;2341;21791;false;false;false;false;239
1234;2341;21866;false;false;false;false;239
1234;2341;22293;false;false;false;false;239
1234;2341;22402;false;false;false;false;239
1234;2341;22449;false;false;false;false;239
1234;2341;22930;false;false;false;false;239
1234;2341;23430;false;false;false;false;239
1234;2341;23456;false;false;false;false;239
1234;2341;24585;false;false;false;false;239
1234;2341;24714;false;false;false;false;239
1234;2341;24727;false;false;false;false;239
1234;2341;24905;false;false;false;false;239
1234;2341;25097;false;false;false;false;239
1234;2341;25166;false;false;false;false;239
1234;2341;25335;false;false;false;false;239
1234;2341;25445;false;false;false;false;239
1234;2341;26304;false;false;false;false;239
1234;2341;26373;false;false;false;false;239
1234;2341;26578;false;false;false;false;239
1234;2341;26685;false;false;false;false;239
1234;2341;27564;false;false;false;false;239
1234;2341;28910;false;false;false;false;239
1234;2341;29135;false;false;false;false;239
1234;2341;29232;false;false;false;false;239
1234;2341;29553;false;false;false;false;239
1234;2341;30029;false;false;false;false;239
1234;2341;30341;false;false;false;false;239
1234;2341;30377;false;false;false;false;239
1234;2341;30647;false;false;false;false;239
1234;2341;30927;false;false;false;false;239
1234;2341;31193;false;false;false;false;239
1234;2341;31381;false;false;false;false;239
1234;2341;31422;false;false;false;false;239
1234;2341;31828;false;false;false;false;239
1234;2341;32068;false;false;false;false;239
1234;2341;32237;false;false;false;false;239
1234;2341;32702;false;false;false;false;239
1234;2341;33008;false;false;false;false;239
1234;2341;33041;false;false;false;false;239
1234;2341;33374;false;false;false;false;239
1234;2341;34097;false;false;false;false;239
1234;2341;34197;false;false;false;false;239
1234;2341;34214;false;false;false;false;239
1234;2341;34266;false;false;false;false;239
1234;2341;34390;false;false;false;false;239
1234;2341;34976;false;false;false;false;239
1234;2341;35636;false;false;false;false;239
1234;2341;36814;false;false;false;false;239
1234;2341;37047;false;false;false;false;239
1234;2341;37071;false;false;false;false;239
1234;2341;37337;false;false;false;false;239
1234;2341;37793;false;false;false;false;239
1234;2341;37828;false;false;false;false;239
1234;2341;37864;false;false;false;false;239
1234;2341;38262;false;false;false;false;239
1234;2341;38403;false;false;false;false;239
1234;2341;38438;false;false;false;false;239
1234;2341;38604;false;false;false;false;239
1234;2341;38996;false;false;false;false;239
1234;2341;39176;false;false;false;false;239
1234;2341;39188;false;false;false;false;239
1234;2341;39204;false;false;false;false;239
1234;2341;40314;false;false;false;false;239
1234;2341;40340;false;false;false;false;239
1234;2341;40419;false;false;false;false;239
1234;2341;40561;false;false;false;false;239
1234;2341;40616;false;false;false;false;239
1234;2341;40820;false;false;false;false;239
1234;2341;40885;false;false;false;false;239
1234;2341;40924;false;false;false;false;239
1234;2341;41580;false;false;false;false;239
1234;2341;42145;false;false;false;false;239
1234;2341;42200;false;false;false;false;239
1234;2341;42273;false;false;false;false;239
1234;2341;42461;false;false;false;false;239
1234;2341;42654;false;false;false;false;239
1234;2341;42753;false;false;false;false;239
1234;2341;42787;false;false;false;false;239
1234;2341;42931;false;false;false;false;239
1234;2341;43138;false;false;false;false;239
1234;2341;43201;false;false;false;false;239
1234;2341;43835;false;false;false;false;239
1234;2341;44033;false;false;false;false;239
1234;2341;44102;false;false;false;false;239
1234;2341;44214;false;false;false;false;239
1234;2341;44772;false;false;false;false;239
1234;2341;45066;false;false;false;false;239
1234;2341;45245;false;false;false;false;239
1234;2341;45447;false;false;false;false;239
1234;2341;45459;false;false;false;false;239
1234;2341;45484;false;false;false;false;239
1234;2341;45580;false;false;false;false;239
1234;2341;45727;false;false;false;false;239
1234;2341;45781;false;false;false;false;239
1234;2341;46443;false;false;false;false;239
1234;2341;46465;false;false;false;false;239
1234;2341;46559;false;false;false;false;239
1234;2341;47149;false;false;false;false;239
1234;2341;47211;false;false;false;false;239
1234;2341;47224;false;false;false;false;239
1234;2341;47299;false;false;false;false;239
1234;2341;47676;false;false;false;false;239
1234;2341;47846;false;false;false;false;239
1234;2341;48136;false;false;false;false;239
1234;2341;48305;false;false;false;false;238
1234;2341;48658;false;false;false;false;239
1234;2341;48676;false;false;false;false;239
1234;2341;48844;false;false;false;false;239
1234;2341;48866;false;false;false;false;239
1234;2341;49248;false;false;false;false;239
1234;2341;49269;false;false;false;false;239
1234;2341;49326;false;false;false;false;239
1234;2341;49983;false;false;false;false;239
1234;2341;50084;false;false;false;false;239
1234;2341;50095;false;false;false;false;239
1234;2341;50173;false;false;false;false;239
1234;2341;50203;false;false;false;false;239
1234;2341;50485;false;false;false;false;239
1234;2341;50511;false;false;false;false;239
1234;2341;50619;false;false;false;false;239
1234;2341;51125;false;false;false;false;239
1234;2341;51146;false;false;false;false;239
1234;2341;51513;false;false;false;false;239
1234;2341;51606;false;false;false;false;239
1234;2341;51782;false;false;false;false;239
1234;2341;52029;false;false;false;false;239
1234;2341;52406;false;false;false;false;239
1234;2341;52872;false;false;false;false;239
1234;2341;53056;false;false;false;false;239
1234;2341;53303;false;false;false;false;239
1234;2341;53618;false;false;false;false;239
1234;2341;53710;false;false;false;false;239
1234;2341;54151;false;false;false;false;239
1234;2341;54189;false;false;false;false;239
1234;2341;54539;false;false;false;false;239
1234;2341;54754;false;false;false;false;239
1234;2341;54937;false;false;false;false;239
1234;2341;54943;false;false;false;false;239
1234;2341;55050;false;false;false;false;239
1234;2341;55452;false;false;false;false;239
1234;2341;55860;false;false;false;false;239
1234;2341;55894;false;false;false;false;239
1234;2341;56249;false;false;false;false;239
1234;2341;56751;false;false;false;false;239
1234;2341;58572;false;false;false;false;239
1234;2341;58582;false;false;false;false;239
1234;2341;58592;false;false;false;false;239
1234;2341;59145;false;false;false;false;239
1234;2341;59787;false;false;false;false;239
1234;2341;59845;false;false;false;false;239
1234;2341;59907;false;false;false;false;239
1234;2341;60359;false;false;false;false;239
1234;2341;61549;false;false;false;false;239
1234;2341;61674;false;false;false;false;239
1234;2341;61883;false;false;false;false;239
1234;2341;61983;false;false;false;false;239
1234;2341;62393;false;false;false;false;239
1234;2341;62573;false;false;false;false;239
1234;2341;62753;false;false;false;false;239
1234;2341;63421;false;false;false;false;239
1234;2341;63749;false;false;false;false;239
1234;2341;63943;false;false;false;false;239
1234;2341;64046;false;false;false;false;239
1234;2341;64575;false;false;false;false;239
1234;2341;64897;false;false;false;false;239
1234;2341;64905;false;false;false;false;239
1234;2341;65004;false;false;false;false;239
1234;2341;65148;false;false;false;false;239
1234;2341;65270;false;false;false;false;239
1234;2341;65362;false;false;false;false;239
1234;2341;65392;false;false;false;false;239
1234;2341;65853;false;false;false;false;239
1234;2341;66328;false;false;false;false;239
1234;2341;66341;false;false;false;false;239
1234;2341;66861;false;false;false;false;239
1234;2341;67345;false;false;false;false;239
1234;2341;67521;false;false;false;false;239
1234;2341;67969;false;false;false;false;239
1234;2341;68177;false;false;false;false;239
1234;2341;68582;false;false;false;false;239
1234;2341;68646;false;false;false;false;239
1234;2341;69894;false;false;false;false;239
1234;2341;70351;false;false;false;false;239
1234;2341;70767;false;false;false;false;239
1234;2341;71203;false;false;false;false;239
1234;2341;71599;false;false;false;false;239
1234;2341;71742;false;false;false;false;239
1234;2341;71752;false;false;false;false;239
1234;2341;71762;false;false;false;false;239
1234;2341;71883;false;false;false;false;239
1234;2341;72068;false;false;false;false;239
1234;2341;72173;false;false;false;false;239
1234;2341;72237;false;false;false;false;239
1234;2341;72587;false;false;false;false;239
1234;2341;72880;false;false;false;false;239
1234;2341;72965;false;false;false;false;239
1234;2341;73080;false;false;false;false;239
1234;2341;73208;false;false;false;false;239
1234;2341;73358;false;false;false;false;239
1234;2341;73396;false;false;false;false;239
1234;2341;73482;false;false;false;false;239
1234;2341;73649;false;false;false;false;239
1234;2341;73716;false;false;false;false;239
1234;2341;74053;false;false;false;false;239
1234;2341;74205;false;false;false;false;239
1234;2341;74310;false;false;false;false;239
1234;2341;74733;false;false;false;false;239
1234;2341;74966;false;false;false;false;239
1234;2341;75023;false;false;false;false;239
1234;2341;75041;false;false;false;false;239
1234;2341;75133;false;false;false;false;239
1234;2341;75590;false;false;false;false;239
1234;2341;75617;false;false;false;false;239
1234;2341;75900;false;false;false;false;239
1234;2341;76327;false;false;false;false;239
1234;2341;76337;false;false;false;false;239
1234;2341;76648;false;false;false;false;239
1234;2341;76819;false;false;false;false;239
1234;2341;76832;false;false;false;false;239
1234;2341;77050;false;false;false;false;239
1234;2341;77052;false;false;false;false;239
1234;2341;77354;false;false;false;false;239
1234;2341;77382;false;false;false;false;239
1234;2341;77700;false;false;false;false;239
1234;2341;79098;false;false;false;false;239
1234;2341;79105;false;false;false;false;239
1234;2341;79404;false;false;false;false;239
1234;2341;79558;false;false;false;false;239
1234;2341;79674;false;false;false;false;239
1234;2341;79710;false;false;false;false;239
1234;2341;79990;false;false;false;false;239
1234;2341;80065;false;false;false;false;239
1234;2341;80396;false;false;false;false;239
1234;2341;80755;false;false;false;false;239
1234;2341;80901;false;false;false;false;239
1234;2341;81359;false;false;false;false;239
1234;2341;81445;false;false;false;false;239
1234;2341;81810;false;false;false;false;239
1234;2341;82011;false;false;false;false;239
1234;2341;82343;false;false;false;false;239
1234;2341;82602;false;false;false;false;239
1234;2341;82981;false;false;false;false;239
1234;2341;83375;false;false;false;false;239
1234;2341;83830;false;false;false;false;239
1234;2341;83864;false;false;false;false;239
1234;2341;84152;false;false;false;false;239
1234;2341;84357;false;false;false;false;239
1234;2341;84621;false;false;false;false;239
1234;2341;84931;false;false;false;false;239
1234;2341;85000;false;false;false;false;239
1234;2341;85078;false;false;false;false;239
1234;2341;85228;false;false;false;false;239
1234;2341;86332;false;false;false;false;239
1234;2341;86377;false;false;false;false;239
1234;2341;86443;false;false;false;false;239
1234;2341;86848;false;false;false;false;239
1234;2341;87098;false;false;false;false;239
1234;2341;87188;false;false;false;false;239
1234;2341;87552;false;false;false;false;239
1234;2341;87722;false;false;false;false;239
1234;2341;88315;false;false;false;false;239
1234;2341;88412;false;false;false;false;239
1234;2341;88564;false;false;false;false;239
1234;2341;88627;false;false;false;false;239
1234;2341;88658;false;false;false;false;239
1234;2341;88737;false;true;false;false;239
1234;2341;88744;false;false;false;false;239
1234;2341;88850;false;false;false;false;239
1234;2341;88887;false;false;false;false;239
1234;2341;89107;false;false;false;false;239
1234;2341;89276;false;false;false;false;239
1234;2341;89522;false;false;false;false;239
1234;2341;90288;false;false;false;false;239
1234;2341;90598;false;false;false;false;239
1234;2341;91124;false;false;false;false;239
1234;2341;91286;false;false;false;false;239
1234;2341;91503;false;false;false;false;239
1234;2341;91619;false;false;false;false;239
1234;2341;91680;false;false;false;false;239
1234;2341;91865;false;false;false;false;239
1234;2341;91896;false;false;false;false;239
1234;2341;92295;false;false;false;false;239
1234;2341;93181;false;false;false;false;239
1234;2341;93258;false;false;false;false;239
1234;2341;93438;false;false;false;false;239
1234;2341;93468;false;false;false;false;239
1234;2341;93549;false;false;false;false;239
1234;2341;93703;false;false;false;false;239
1234;2341;93871;false;false;false;false;239
1234;2341;94039;false;false;false;false;239
1234;2341;94302;false;false;false;false;239
1234;2341;94309;false;false;false;false;239
1234;2341;94653;false;false;false;false;239
1234;2341;94923;false;false;false;false;239
1234;2341;95302;false;false;false;false;239
1234;2341;95543;false;false;false;false;239
1234;2341;95799;false;false;false;false;239
1234;2341;95819;false;false;false;false;239
1234;2341;95821;false;false;false;false;239
1234;2341;95868;false;false;false;false;239
1234;2341;96314;false;false;false;false;239
1234;2341;96343;false;false;false;false;239
1234;2341;96633;false;false;false;false;239
1234;2341;97209;false;false;false;false;239
1234;2341;97218;false;false;false;false;239
1234;2341;97665;false;false;false;false;239
1234;2341;97962;false;false;false;false;239
1234;2341;98259;false;false;false;false;239
1234;2341;98473;false;false;false;false;239
1234;2341;98972;false;false;false;false;239
2341;1234;951;false;false;false;false;239
2341;1234;1585;false;false;false;false;239
2341;1234;2004;false;false;false;false;239
2341;1234;2109;false;false;false;false;239
2341;1234;2723;false;false;false;false;239
2341;1234;2984;false;false;false;false;239
2341;1234;3268;false;false;false;false;239
2341;1234;4419;false;false;false;false;239
2341;1234;4697;false;false;false;false;239
2341;1234;4872;false;false;false;false;239
2341;1234;5693;false;false;false;false;239
2341;1234;5733;false;false;false;false;239
2341;1234;5739;false;false;false;false;239
2341;1234;6182;false;false;false;false;239
2341;1234;6792;false;false;false;false;239
2341;1234;7034;false;false;false;false;239
2341;1234;7677;false;false;false;false;239
2341;1234;8344;false;false;false;false;239
2341;1234;8520;false;false;false;false;239
2341;1234;8805;false;false;false;false;239
2341;1234;8821;false;false;false;false;239
2341;1234;9665;false;false;false;false;239
2341;1234;9689;false;false;false;false;239
2341;1234;10020;false;false;false;false;239
2341;1234;10236;false;false;false;false;239
2341;1234;10276;false;false;false;false;239
2341;1234;10371;false;false;false;false;239
2341;1234;11107;false;false;false;false;239
2341;1234;12325;false;false;false;false;239
2341;1234;12343;false;false;false;false;239
2341;1234;12564;false;false;false;false;239
2341;1234;12572;false;false;false;false;239
2341;1234;12588;false;false;false;false;239
2341;1234;12712;false;false;false;false;239
2341;1234;12755;false;false;false;false;239
2341;1234;13650;false;false;false;false;239
2341;1234;13801;false;false;false;false;239
2341;1234;14063;false;false;false;false;239
2341;1234;14378;false;false;false;false;239
2341;1234;14599;false;false;false;false;239
2341;1234;14858;false;false;false;false;239
2341;1234;15262;false;false;false;false;239
2341;1234;15558;false;false;false;false;239
2341;1234;16555;false;false;false;false;239
2341;1234;16699;false;false;false;false;239
2341;1234;17270;false;false;false;false;239
2341;1234;17618;false;false;false;false;239
2341;1234;17664;false;false;false;false;239
2341;1234;18005;false;false;false;false;239
2341;1234;18168;false;false;false;false;239
2341;1234;18257;false;false;false;false;239
2341;1234;18507;false;false;false;false;239
2341;1234;18712;false;false;false;false;239
2341;1234;18867;false;false;false;false;239
2341;1234;19442;false;false;false;false;239
2341;1234;19621;false;false;false;false;239
2341;1234;19687;false;false;false;false;239
2341;1234;19785;false;false;false;false;239
2341;1234;20407;false;false;false;false;239
2341;1234;20842;false;false;false;false;239
2341;1234;21167;false;false;false;false;239
2341;1234;21872;false;false;false;false;239
2341;1234;22512;false;false;false;false;239
2341;1234;22789;false;false;false;false;239
2341;1234;23060;false;false;false;false;239
2341;1234;23161;false;false;false;false;239
2341;1234;23458;false;false;false;false;239
2341;1234;23491;false;false;false;false;239
2341;1234;23492;false;false;false;false;239
2341;1234;23874;false;false;false;false;239
2341;1234;23971;false;false;false;false;239
2341;1234;24083;false;false;false;false;239
2341;1234;24488;false;false;false;false;239
2341;1234;25153;false;false;false;false;239
2341;1234;25162;false;false;false;false;239
2341;1234;25545;false;false;false;false;239
2341;1234;25592;false;false;false;false;239
2341;1234;25660;false;false;false;false;239
2341;1234;26068;false;false;false;false;239
2341;1234;26085;false;false;false;false;239
2341;1234;26213;false;false;false;false;239
2341;1234;26716;false;false;false;false;239
2341;1234;27266;false;false;false;false;239
2341;1234;27444;false;false;false;false;239
2341;1234;27530;false;false;false;false;239
2341;1234;27784;false;false;false;false;239
2341;1234;27834;false;false;false;false;239
2341;1234;27931;false;false;false;false;239
2341;1234;28362;false;false;false;false;239
2341;1234;28628;false;false;false;false;239
2341;1234;29135;false;false;false;false;239
2341;1234;29252;false;false;false;false;239
2341;1234;29285;false;false;false;false;239
2341;1234;29422;false;false;false;false;239
2341;1234;29429;false;false;false;false;239
2341;1234;29445;false;false;false;false;239
2341;1234;29448;false;false;false;false;239
2341;1234;29451;false;false;false;false;239
2341;1234;29534;false;false;false;false;239
2341;1234;29539;false;false;false;false;239
2341;1234;30284;false;false;false;false;239
2341;1234;30738;false;false;false;false;239
2341;1234;30984;false;false;false;false;239
2341;1234;31254;false;false;false;false;239
2341;1234;31756;false;false;false;false;239
2341;1234;31851;false;false;false;false;239
2341;1234;32129;false;false;false;false;239
2341;1234;32233;false;false;false;false;239
2341;1234;32463;false;false;false;false;239
2341;1234;32810;false;false;false;false;239
2341;1234;33040;false;false;false;false;239
2341;1234;33594;false;false;false;false;239
2341;1234;33598;false;false;false;false;239
2341;1234;34747;false;false;false;false;239
2341;1234;34964;false;false;false;false;239
2341;1234;35025;false;false;false;false;239
2341;1234;35071;false;false;false;false;239
2341;1234;35252;false;false;false;false;239
2341;1234;35256;false;false;false;false;239
2341;1234;35289;false;false;false;false;239
2341;1234;35294;false;false;false;false;239
2341;1234;35459;false;false;false;false;239
2341;1234;35669;false;false;false;false;239
2341;1234;35679;false;false;false;false;239
2341;1234;35942;false;false;false;false;239
2341;1234;36407;false;false;false;false;239
2341;1234;36419;false;false;false;false;239
2341;1234;37116;false;false;false;false;239
2341;1234;37491;false;false;false;false;239
2341;1234;38348;false;false;false;false;239
2341;1234;38362;false;false;false;false;239
2341;1234;39216;false;false;false;false;239
2341;1234;39666;false;false;false;false;239
2341;1234;39852;false;false;false;false;239
2341;1234;40042;false;false;false;false;239
2341;1234;40690;false;false;false;false;239
2341;1234;40807;false;false;false;false;239
2341;1234;40890;false;false;false;false;239
2341;1234;41925;false;false;false;false;239
2341;1234;42205;false;false;false;false;239
2341;1234;42231;false;false;false;false;239
2341;1234;42446;false;false;false;false;239
2341;1234;42471;false;false;false;false;239
2341;1234;42911;false;false;false;false;239
2341;1234;43126;false;false;false;false;239
2341;1234;43153;false;false;false;false;239
2341;1234;43330;false;false;false;false;239
2341;1234;43434;false;false;false;false;239
2341;1234;43528;false;false;false;false;239
2341;1234;43529;false;false;false;false;239
2341;1234;43582;false;false;false;false;239
2341;1234;43652;false;false;false;false;239
2341;1234;43702;false;false;false;false;239
2341;1234;43823;false;false;false;false;239
2341;1234;43826;false;false;false;false;239
2341;1234;43893;false;false;false;false;239
2341;1234;44249;false;false;false;false;239
2341;1234;44402;false;false;false;false;239
2341;1234;45182;false;false;false;false;239
2341;1234;45221;false;false;false;false;239
2341;1234;45448;false;false;false;false;239
2341;1234;45495;false;false;false;false;239
2341;1234;46001;false;false;false;false;239
2341;1234;46045;false;false;false;false;239
2341;1234;46199;false;false;false;false;239
2341;1234;47183;false;true;false;false;239
2341;1234;47264;false;false;false;false;239
2341;1234;47382;false;false;false;false;239
2341;1234;47428;false;false;false;false;239
2341;1234;47487;false;false;false;false;239
2341;1234;47638;false;false;false;false;239
2341;1234;48523;false;false;false;false;239
2341;1234;49048;false;false;false;false;239
2341;1234;49566;false;false;false;false;239
2341;1234;50250;false;false;false;false;239
2341;1234;50718;false;false;false;false;239
2341;1234;51002;false;false;false;false;239
2341;1234;51009;false;false;false;false;239
2341;1234;51288;false;false;false;false;239
2341;1234;51420;false;false;false;false;239
2341;1234;51423;false;false;false;false;239
2341;1234;52251;false;false;false;false;239
2341;1234;52886;false;false;false;false;239
2341;1234;53248;false;false;false;false;239
2341;1234;53281;false;false;false;false;239
2341;1234;53340;false;false;false;false;239
2341;1234;53593;false;false;false;false;239
2341;1234;53616;false;false;false;false;239
2341;1234;53803;false;false;false;false;239
2341;1234;54069;false;false;false;false;239
2341;1234;54143;false;false;false;false;239
2341;1234;54618;false;false;false;false;239
2341;1234;54664;false;false;false;false;239
2341;1234;54836;false;false;false;false;239
2341;1234;55153;false;false;false;false;239
2341;1234;55535;false;false;false;false;239
2341;1234;55578;false;false;false;false;239
2341;1234;56060;false;false;false;false;239
2341;1234;56437;false;false;false;false;239
2341;1234;56677;false;false;false;false;239
2341;1234;56715;false;false;false;false;239
2341;1234;57324;false;false;false;false;239
2341;1234;57515;false;false;false;false;239
2341;1234;57532;false;false;false;false;239
2341;1234;57810;false;false;false;false;239
2341;1234;58087;false;false;false;false;239
2341;1234;58130;false;false;false;false;239
2341;1234;58303;false;false;false;false;238
2341;1234;58320;false;false;false;false;239
2341;1234;58401;false;false;false;false;239
2341;1234;58657;false;false;false;false;239
2341;1234;59118;false;false;false;false;239
2341;1234;59302;false;false;false;false;239
2341;1234;59389;false;false;false;false;239
2341;1234;59786;false;false;false;false;239
2341;1234;59807;false;false;false;false;239
2341;1234;59959;false;false;false;false;239
2341;1234;60352;false;false;false;false;239
2341;1234;60799;false;false;false;false;239
2341;1234;60934;false;false;false;false;239
2341;1234;61139;false;false;false;false;239
2341;1234;61192;false;false;false;false;239
2341;1234;61660;false;false;false;false;239
2341;1234;62171;false;false;false;false;239
2341;1234;62246;false;false;false;false;239
2341;1234;62594;false;false;false;false;239
2341;1234;62628;false;false;false;false;239
2341;1234;62764;false;false;false;false;239
2341;1234;62803;false;false;false;false;239
2341;1234;63288;false;false;false;false;239
2341;1234;63365;false;false;false;false;239
2341;1234;63585;false;false;false;false;239
2341;1234;63722;false;false;false;false;239
2341;1234;63916;false;false;false;false;239
2341;1234;64013;false;false;false;false;239
2341;1234;64319;false;false;false;false;239
2341;1234;64642;false;false;false;false;239
2341;1234;64921;false;false;false;false;239
2341;1234;64938;false;false;false;false;239
2341;1234;65543;false;false;false;false;239
2341;1234;65571;false;false;false;false;239
2341;1234;65674;false;false;false;false;239
2341;1234;65936;false;false;false;false;239
2341;1234;65978;false;false;false;false;239
2341;1234;66180;false;false;false;false;239
2341;1234;66828;false;false;false;false;239
2341;1234;67019;false;false;false;false;239
2341;1234;67020;false;false;false;false;239
2341;1234;67060;false;false;false;false;239
2341;1234;67218;false;false;false;false;239
2341;1234;67281;false;false;false;false;239
2341;1234;67397;false;false;false;false;239
2341;1234;67633;false;false;false;false;239
2341;1234;67739;false;false;false;false;239
2341;1234;67887;false;false;false;false;239
2341;1234;68387;false;false;false;false;239
2341;1234;68391;false;false;false;false;239
2341;1234;68763;false;false;false;false;239
2341;1234;68793;false;false;false;false;239
2341;1234;68969;false;false;false;false;239
2341;1234;69058;false;false;false;false;239
2341;1234;69094;false;false;false;false;239
2341;1234;69593;false;false;false;false;239
2341;1234;69674;false;false;false;false;239
2341;1234;69918;false;false;false;false;239
2341;1234;70897;false;false;false;false;239
2341;1234;70983;false;false;false;false;239
2341;1234;71403;false;false;false;false;239
2341;1234;71701;false;false;false;false;239
2341;1234;71718;false;false;false;false;239
2341;1234;71744;false;false;false;false;239
2341;1234;72265;false;false;false;false;239
2341;1234;72562;false;false;false;false;239
2341;1234;72871;false;false;false;false;239
2341;1234;73224;false;false;false;false;239
2341;1234;73269;false;false;false;false;239
2341;1234;73279;false;false;false;false;239
2341;1234;73320;false;false;false;false;239
2341;1234;73410;false;false;false;false;239
2341;1234;73668;false;false;false;false;239
2341;1234;73697;false;false;false;false;239
2341;1234;74386;false;false;false;false;239
